foodbankID,foodbankAddress,glutenFree,halal,kosher,vegan,amount
84,3723 Commercial Way,false,true,true,false,303
85,8397 Melrose Point,true,false,true,true,232
86,86430 Waywood Pass,false,true,false,true,358
87,058 Morningstar Junction,true,false,false,false,488
88,14 Scofield Pass,true,false,false,false,117
89,164 Donald Hill,true,true,false,true,334
90,9582 Raven Center,true,false,false,true,259
91,4 Menomonie Center,false,true,false,true,473
92,16 Independence Street,true,false,true,false,625
93,112 Autumn Leaf Junction,false,false,true,false,497
94,0317 Cody Circle,true,false,true,true,904
95,47586 Clemons Lane,false,true,false,true,231
96,67561 Golf Circle,true,true,false,true,777
97,30668 Carioca Trail,false,true,false,true,332
98,170 Beilfuss Junction,false,false,false,true,661
99,99 Rieder Hill,true,false,false,true,362
100,249 Doe Crossing Avenue,false,false,false,false,571
101,1375 Mayfield Court,true,true,true,false,324
102,3637 Swallow Drive,true,false,false,true,704
103,2655 Macpherson Place,false,false,true,true,147
104,572 Melrose Park,true,false,false,false,908
105,52 3rd Crossing,true,false,true,false,84
106,73 Roxbury Park,true,false,true,false,102
107,998 Menomonie Street,false,false,false,false,584
108,70029 Thompson Plaza,true,true,true,false,811
109,80980 Kingsford Trail,false,false,false,true,59
110,00 Scoville Trail,true,false,true,false,586
111,75 Red Cloud Park,false,true,false,true,392
112,34 Reindahl Junction,false,true,false,false,103
113,58384 Pankratz Street,false,false,false,false,460
114,985 Pearson Drive,false,true,false,false,938
115,262 David Place,false,true,false,true,773
116,5 Victoria Terrace,false,false,false,true,447
117,472 Carioca Trail,false,true,true,false,567
118,572 Dahle Park,true,true,false,true,146
119,95 Ridge Oak Circle,false,false,false,false,807
120,1497 Grasskamp Circle,true,true,false,false,861
121,2790 Grasskamp Circle,false,false,false,false,504
122,33 Randy Junction,true,true,true,false,478
123,3549 Haas Point,false,false,false,false,809
124,61298 Village Park,false,true,true,false,459
125,3243 Luster Place,false,false,true,false,638
126,2184 Huxley Junction,false,false,false,true,445
127,779 Crowley Lane,true,true,true,false,513
128,9892 Rutledge Center,false,false,true,true,21
129,62 East Hill,true,true,true,true,351
130,69624 Mandrake Hill,false,false,false,false,178
131,112 Lakewood Gardens Lane,true,true,true,false,392
132,91344 Clyde Gallagher Plaza,true,true,true,false,561
133,856 Waxwing Alley,false,true,true,true,142
134,80 Onsgard Park,false,true,false,false,695
135,7 Eagan Center,true,true,true,true,550
136,140 Waywood Pass,true,false,false,false,241
137,7 Longview Hill,false,false,true,true,697
138,11 8th Alley,false,true,true,false,900
139,4599 Troy Park,true,true,true,true,142
140,64795 Manley Park,true,false,true,true,15
141,2 School Road,true,true,false,true,571
142,68 Sloan Center,true,false,false,false,210
143,32 North Circle,false,false,false,true,37
144,4735 Hanover Road,true,true,false,true,412
145,14 Esker Street,true,false,true,true,683
146,465 Springview Circle,true,false,false,false,264
147,16 Troy Drive,true,false,false,true,969
148,2765 Springs Street,false,false,false,false,493
149,0 Lindbergh Park,false,false,false,false,30
150,531 Fulton Avenue,false,true,false,true,254
151,504 Delaware Street,true,true,true,true,894
152,8176 International Park,true,true,true,true,220
153,46 Lukken Crossing,false,false,true,true,390
154,776 Tony Point,false,false,true,false,694
155,0 Kennedy Crossing,false,true,false,false,594
156,3518 Hollow Ridge Lane,false,false,true,false,72
157,0 Thompson Street,false,true,true,true,704
158,3452 Eagan Pass,true,false,true,false,334
159,05 Sunbrook Street,false,true,true,true,439
160,37 Scofield Hill,true,false,false,true,380
161,8351 Hintze Way,false,true,false,true,914
162,85 Eggendart Avenue,true,false,true,true,796
163,81 Bonner Junction,true,false,false,false,643
164,22101 Fallview Junction,true,false,false,false,444
165,40451 Becker Avenue,true,false,true,false,374
166,52 Spaight Pass,true,false,false,true,85
167,0388 Sycamore Crossing,true,true,true,false,707
168,784 Merchant Plaza,false,false,true,false,141
169,008 Meadow Vale Point,false,false,false,true,137
170,06 Magdeline Lane,true,true,true,true,234
171,02942 Old Shore Avenue,true,true,false,true,518
172,47 Hagan Court,false,false,true,true,847
173,25407 Corscot Drive,true,true,true,true,71
174,6572 Hintze Road,true,true,false,true,757
175,340 Golden Leaf Drive,false,true,false,false,378
176,8403 East Center,true,true,true,true,465
177,650 Hazelcrest Place,true,false,true,true,277
178,79 Crest Line Circle,false,false,false,true,295
179,02437 Ridgeview Court,false,true,false,false,817
180,33 Elgar Court,true,true,false,true,208
181,68269 Eagle Crest Trail,false,true,true,true,995
182,3215 Talisman Park,false,false,true,false,982
183,81459 Shasta Drive,true,false,true,false,222
184,27162 Dunning Pass,true,true,false,false,208
185,70480 Oak Valley Avenue,true,false,false,false,290
186,60 Vera Park,false,false,false,true,853
187,7 Hoard Point,false,false,true,true,544
188,8 Bellgrove Lane,false,false,true,true,720
189,22 Eastwood Road,false,true,false,false,658
190,756 Garrison Avenue,true,true,false,true,438
191,5023 Lunder Center,true,false,true,false,189
192,56871 Iowa Trail,true,true,true,true,330
193,37 Crownhardt Hill,false,true,false,false,847
194,229 Dovetail Court,false,true,true,true,305
195,10 Bluejay Avenue,false,true,true,true,679
196,82747 Schiller Place,true,false,true,true,472
197,6859 Forster Alley,true,false,true,true,867
198,362 Doe Crossing Avenue,true,true,false,false,44
199,24899 Dayton Way,true,true,true,false,488
200,7358 Redwing Drive,false,false,true,false,565
201,472 Corben Hill,false,true,false,true,270
202,84591 Northwestern Pass,false,true,false,false,189
203,41120 Green Ridge Circle,true,false,true,false,717
204,709 Bartillon Parkway,true,false,false,false,672
205,19495 Daystar Crossing,true,true,false,true,446
206,10426 Melrose Place,false,false,true,false,621
207,74582 Northridge Avenue,true,true,false,false,987
208,81 Kim Alley,true,false,false,true,749
209,3876 Corscot Circle,false,true,false,true,994
210,4 Leroy Parkway,true,false,false,true,308
211,37 Manley Way,false,false,true,true,194
212,97058 Fairfield Terrace,true,false,true,true,797
213,298 Elka Trail,true,true,false,false,719
214,556 Dawn Circle,true,true,false,false,497
215,61299 Anzinger Lane,false,true,false,true,193
216,767 Hauk Way,false,true,false,false,428
217,7 Mayer Circle,true,false,false,true,247
218,37 Brickson Park Junction,true,false,true,false,981
219,77506 Mariners Cove Trail,true,false,true,false,863
220,5581 Lindbergh Crossing,true,true,true,true,986
221,00 8th Crossing,false,false,true,true,285
222,5925 Hermina Court,false,true,true,false,618
223,96 Crowley Street,false,false,true,true,995
224,70 Magdeline Alley,false,false,false,false,90
225,6 Truax Avenue,true,true,true,true,669
226,67950 Bonner Crossing,true,true,false,true,574
227,6 Dorton Road,true,true,true,false,773
228,15 Coleman Road,true,true,false,false,866
229,10 Anderson Court,true,false,false,true,670
230,52268 Bellgrove Crossing,false,true,false,true,248
231,03 Fairview Plaza,true,false,true,true,18
232,115 Cody Plaza,true,true,true,true,290
233,30 Blackbird Alley,false,true,true,true,511
234,314 Oriole Road,false,false,false,true,677
235,00 Lakeland Road,true,true,true,true,179
236,7227 Pleasure Pass,false,false,false,false,929
237,50285 Meadow Ridge Avenue,false,true,true,false,698
238,32 Butterfield Terrace,false,true,true,false,68
239,69 Blue Bill Park Street,true,true,true,false,670
240,9 Granby Park,true,false,true,false,63
241,1593 Hazelcrest Park,false,true,true,false,733
242,646 Walton Place,false,true,true,false,138
243,24 Luster Parkway,true,false,false,true,606
244,64243 Knutson Terrace,false,true,false,false,954
245,8 Bellgrove Court,true,false,false,true,400
246,09 Cherokee Lane,true,false,true,true,678
247,2 Crowley Circle,false,false,false,true,646
248,15 Rusk Crossing,false,true,true,false,179
249,33257 Claremont Center,true,false,false,false,698
250,216 Emmet Hill,false,false,false,true,406
251,41 Forest Run Point,false,false,false,false,609
252,4141 Aberg Trail,false,false,false,false,859
253,2 Texas Crossing,false,false,false,false,357
254,490 Mallory Lane,false,false,false,true,772
255,7 Merchant Alley,true,true,true,true,397
256,747 Artisan Terrace,true,true,true,true,930
257,7927 Warrior Parkway,false,false,true,true,103
258,8625 Utah Plaza,true,true,false,true,757
259,61103 Chive Avenue,false,true,false,true,315
260,2 Merry Drive,false,true,true,true,566
261,9 Kim Drive,true,true,true,true,206
262,31 High Crossing Lane,false,true,true,false,33
263,738 Pepper Wood Terrace,true,false,false,true,564
264,556 Holmberg Center,true,false,false,true,824
265,0436 Monterey Park,false,false,false,true,438
266,45 Bayside Way,false,true,false,true,89
267,40450 Eagan Road,false,true,false,true,599
268,2626 Derek Center,true,false,false,false,965
269,170 Texas Terrace,true,false,false,true,528
270,5 Northview Park,true,true,false,false,500
271,9920 Ilene Pass,true,true,true,true,635
272,69058 Harper Park,true,true,true,false,41
273,7 Michigan Park,false,true,false,true,701
274,9 Ilene Lane,true,false,true,false,708
275,81 Independence Plaza,true,false,false,true,512
276,72842 Wayridge Way,true,false,false,false,830
277,9 Meadow Vale Hill,false,true,false,false,271
278,0 Acker Hill,false,true,true,true,733
279,5538 Messerschmidt Lane,true,true,false,false,125
280,70 Gina Junction,false,false,false,true,62
281,5056 Meadow Vale Pass,false,true,false,true,820
282,0538 Sundown Point,true,true,true,false,808
283,02 Kennedy Trail,true,false,true,true,410
284,4188 Hollow Ridge Alley,false,false,false,true,304
285,833 Waywood Center,false,true,true,true,403
286,876 Hermina Road,false,false,false,false,201
287,441 Bay Place,true,true,true,false,699
288,481 Holy Cross Terrace,true,true,true,true,480
289,88 Riverside Crossing,true,false,true,false,489
290,17942 Kennedy Avenue,false,false,false,true,153
291,53 Little Fleur Park,true,true,false,false,673
292,425 Montana Court,false,true,true,false,378
293,827 Vernon Avenue,false,true,true,false,396
294,19546 Green Trail,true,true,true,true,336
295,084 5th Terrace,true,true,true,false,688
296,910 Continental Drive,true,false,true,false,34
297,23691 Atwood Alley,true,false,false,true,756
298,9877 Kensington Crossing,true,true,true,true,732
299,250 Village Crossing,true,false,false,false,856
300,4570 Petterle Center,true,true,true,false,174
301,32197 Lake View Crossing,true,true,true,true,643
302,36 Arizona Circle,false,true,false,false,531
303,5837 Dixon Terrace,false,true,false,false,631
304,27 Derek Crossing,true,false,false,false,379
305,6 Thierer Way,false,true,false,false,834
306,566 Esch Crossing,true,false,true,false,25
307,17205 Oxford Terrace,false,true,true,false,996
308,84 Upham Avenue,false,false,true,true,760
309,06 Sullivan Street,false,false,true,true,109
310,62440 Susan Street,false,true,false,false,92
311,1 Waywood Terrace,false,true,false,true,418
312,59878 Mifflin Way,false,false,false,true,680
313,05769 Meadow Vale Drive,false,true,false,true,485
314,81150 Garrison Court,true,true,true,false,937
315,4 Banding Plaza,true,false,true,false,819
316,3433 Little Fleur Crossing,false,false,false,false,418
317,6491 Helena Center,false,true,false,true,901
318,50 Lien Terrace,true,false,true,true,988
319,50675 Thackeray Court,true,false,false,true,419
320,6 Manley Hill,true,true,false,false,366
321,46 Clyde Gallagher Avenue,false,false,false,false,408
322,4084 Clyde Gallagher Point,true,false,true,false,677
323,755 Elka Pass,true,true,false,true,704
324,6 Butternut Place,false,false,false,false,388
325,07184 Steensland Park,false,false,false,false,572
326,5 Orin Point,false,false,true,false,305
327,630 Bellgrove Terrace,false,false,false,true,862
328,4945 Algoma Junction,true,false,true,true,293
329,1992 Melrose Trail,false,false,false,true,420
330,31961 Graceland Drive,false,true,false,false,182
331,95 Quincy Crossing,false,true,true,true,918
332,355 Valley Edge Point,true,false,false,false,690
333,0915 Lyons Avenue,false,false,false,false,831
334,9847 Mandrake Drive,false,true,true,false,332
335,3 Mallard Park,false,false,true,false,517
336,25 Gina Pass,true,false,true,true,236
337,3498 Sundown Court,true,true,true,true,735
338,914 Melody Center,false,false,true,false,610
339,638 Toban Drive,false,false,false,false,805
340,8 Union Terrace,false,false,false,false,340
341,1 Saint Paul Way,false,true,true,true,609
342,57 Hudson Pass,true,false,false,true,530
343,3 Carioca Plaza,true,false,false,false,72
344,25824 Talisman Terrace,false,false,false,false,125
345,61799 Mallard Court,false,true,false,true,585
346,18235 Golf Alley,true,false,false,true,262
347,973 North Way,false,false,false,true,353
348,47 Anzinger Plaza,false,true,false,false,217
349,8822 Lakeland Road,true,false,false,false,254
350,0 Commercial Pass,true,false,false,true,569
351,6 Milwaukee Center,false,false,true,false,327
352,882 Union Terrace,true,true,true,false,317
353,80 Graedel Lane,false,false,false,false,547
354,86275 Mallory Way,true,false,true,true,7
355,614 Longview Court,false,true,false,false,702
356,462 Eliot Road,false,true,false,true,784
357,16575 Hauk Hill,true,true,true,false,39
358,2665 Lerdahl Drive,false,true,false,true,269
359,18510 Fallview Hill,true,true,true,false,776
360,9389 Center Crossing,false,false,true,false,49
361,07462 Rigney Avenue,true,true,false,false,135
362,76 Sugar Place,true,true,true,false,374
363,99407 Red Cloud Street,true,true,true,true,932
364,1 Kings Way,true,true,false,false,56
365,37753 Macpherson Hill,false,true,true,true,644
366,709 Sachtjen Place,false,true,true,true,532
367,49975 Shasta Circle,false,false,false,false,425
368,6 Chinook Junction,false,true,false,false,820
369,5 Stephen Court,false,false,true,false,996
370,84 Little Fleur Circle,true,true,true,true,609
371,0094 Garrison Junction,true,false,true,true,129
372,8 Rigney Point,false,true,true,true,684
373,82999 Fisk Plaza,true,false,false,true,847
374,22776 Loftsgordon Lane,false,true,false,true,443
375,291 Fordem Alley,true,true,false,true,480
376,36235 Bluejay Way,true,true,false,true,483
377,2358 Butterfield Terrace,false,false,false,false,33
378,6 Independence Center,false,false,false,true,955
379,88 Union Trail,false,true,false,false,898
380,3 Ilene Road,true,true,true,true,657
381,43 Victoria Way,false,false,true,true,570
382,013 Arapahoe Street,true,false,false,false,815
383,51 Swallow Street,false,false,true,true,135
384,9 Fuller Road,true,true,true,true,266
385,2 Linden Crossing,false,true,false,false,418
386,7091 Onsgard Trail,false,true,true,false,220
387,779 Cherokee Plaza,true,true,true,false,482
388,77439 Glacier Hill Street,true,false,true,true,418
389,5 Pine View Trail,false,true,false,true,165
390,21857 Hoepker Drive,true,true,true,true,114
391,02294 Clove Point,false,false,false,false,170
392,96 Pierstorff Avenue,false,false,false,false,245
393,57 Nova Park,false,false,false,false,608
394,27304 Knutson Parkway,true,false,true,false,353
395,36654 New Castle Court,true,true,false,false,507
396,83778 Tony Hill,false,true,false,true,890
397,94 Pearson Park,false,true,true,false,428
398,5162 Pawling Street,true,false,false,true,170
399,22468 Stephen Terrace,false,true,true,false,772
400,96 Lake View Park,true,true,true,true,383
401,30 Sugar Point,false,true,true,false,283
402,64455 Red Cloud Terrace,false,true,true,true,842
403,517 Utah Parkway,false,true,true,false,192
404,1626 Elka Hill,false,false,false,true,45
405,30 Barnett Circle,false,false,false,true,80
406,44 Colorado Court,true,true,false,false,943
407,6813 Birchwood Plaza,false,false,false,true,274
408,0159 Becker Road,false,false,false,false,147
409,38 Harper Lane,false,false,false,false,842
410,72045 Reindahl Parkway,false,false,false,true,142
411,9883 Magdeline Hill,false,true,false,true,371
412,12999 Stang Trail,true,false,false,false,925
413,38539 Rusk Alley,true,true,true,true,886
414,09681 Susan Trail,false,true,false,true,817
415,302 Dorton Terrace,false,false,true,true,10
416,88587 Colorado Lane,false,false,true,true,135
417,05485 Ridge Oak Point,true,false,true,false,7
418,93 Maple Wood Terrace,true,true,true,true,889
419,087 Onsgard Junction,false,true,true,true,764
420,944 Maple Wood Street,false,true,true,false,419
421,0 Bay Trail,false,true,false,false,862
422,56104 Sugar Street,false,true,true,true,381
423,37124 Calypso Center,false,true,false,false,813
424,553 Linden Center,true,false,false,true,156
425,73023 Grim Trail,true,true,true,true,451
426,91 Charing Cross Center,true,true,true,false,387
427,62470 Mendota Place,false,false,false,false,56
428,847 Dahle Park,true,false,false,true,766
429,7 Kings Pass,true,false,false,true,895
430,6 Nevada Road,false,false,true,false,950
431,98 Moland Alley,false,true,false,false,142
432,97352 Gulseth Place,false,false,false,true,942
433,4236 Stang Court,true,false,false,false,562
434,38 Charing Cross Place,true,false,false,false,817
435,444 Ridgeway Point,true,true,true,true,643
436,15 Maple Circle,true,true,false,false,188
437,0898 Glacier Hill Park,false,true,true,false,584
438,44 Kedzie Center,true,true,true,false,632
439,9324 Eastwood Court,false,false,false,true,781
440,21114 Lindbergh Trail,true,true,false,false,644
441,17 Grim Center,true,false,true,true,916
442,730 Texas Lane,false,false,true,false,47
443,1 Kim Alley,true,false,true,true,56
444,9123 Thierer Circle,true,false,false,true,333
445,0 Bluestem Park,false,false,false,false,49
446,6055 Summer Ridge Point,false,false,true,false,613
447,67 Mccormick Hill,false,false,false,true,553
448,046 David Point,false,false,false,true,391
449,4690 Del Mar Alley,false,false,false,false,241
450,84 Gerald Court,false,false,false,false,728
451,3775 Wayridge Drive,false,true,true,false,529
452,6035 Mitchell Crossing,false,true,true,false,586
453,19293 Clarendon Drive,false,false,true,false,722
454,055 Kingsford Alley,true,false,true,true,854
455,37617 Ilene Junction,false,true,true,false,409
456,2030 Lakewood Gardens Pass,true,false,true,true,678
457,1 Miller Place,true,true,true,true,888
458,7 Hoepker Alley,false,true,false,false,71
459,22 Kipling Lane,true,false,true,true,926
460,894 Browning Circle,false,false,false,true,883
461,9 5th Plaza,false,false,false,true,221
462,8 Oneill Hill,false,true,false,false,523
463,6 Lerdahl Trail,true,true,false,false,737
464,5 Weeping Birch Way,false,false,true,false,451
465,23 Hanover Plaza,true,true,false,true,910
466,51 High Crossing Terrace,true,true,true,false,828
467,5686 Springs Circle,true,true,true,true,684
468,041 Declaration Terrace,true,false,true,false,31
469,7 Ludington Circle,false,false,false,false,511
470,137 8th Place,true,true,false,true,491
471,5 Kingsford Alley,true,false,true,false,933
472,43 Truax Plaza,false,false,true,true,348
473,8082 Washington Hill,true,false,true,true,517
474,60 Fair Oaks Point,false,false,false,false,758
475,4271 Bobwhite Plaza,false,false,false,false,322
476,749 Nancy Pass,true,true,false,false,141
477,436 Pleasure Parkway,false,false,true,false,129
478,33 Crowley Lane,true,true,true,false,584
479,17889 Caliangt Plaza,true,false,true,false,497
480,00975 Jana Circle,true,true,false,false,908
481,68911 Golf Pass,true,false,false,false,192
482,4 Forster Parkway,true,false,false,true,67
483,76284 Lukken Point,true,false,true,true,141
484,2 Brickson Park Hill,true,true,true,true,147
485,699 Bonner Lane,false,true,true,true,106
486,99263 Harbort Place,true,true,false,true,522
487,3502 Park Meadow Lane,false,false,false,true,865
488,6 Moulton Terrace,false,true,false,false,736
489,0 Esch Parkway,true,true,true,true,407
490,26 Wayridge Pass,false,false,false,false,891
491,4 Kinsman Plaza,true,true,true,false,621
492,7194 Bayside Lane,true,true,true,true,694
493,7054 Talisman Lane,false,true,true,false,351
494,60698 Logan Place,false,true,true,false,627
495,2 Evergreen Way,false,false,false,false,230
496,446 Commercial Alley,true,true,false,false,945
497,06 Kingsford Lane,true,false,false,false,140
498,3154 Lawn Hill,true,true,true,false,384
499,0618 Russell Circle,true,true,true,false,623
500,1681 Green Ridge Place,false,false,false,true,236
501,8 Green Trail,false,false,false,false,816
502,71 Russell Plaza,true,true,false,false,470
503,428 Waxwing Alley,false,true,false,true,700
504,51531 Chive Drive,true,false,false,false,939
505,755 Manley Drive,true,true,true,false,895
506,7132 Farwell Center,true,true,false,false,700
507,1174 Stone Corner Drive,true,false,false,true,543
508,482 Charing Cross Lane,false,false,false,true,649
509,8344 Muir Junction,true,true,false,false,303
510,7 Boyd Crossing,false,true,false,true,180
511,59 Bartelt Parkway,true,true,false,false,973
512,50833 Sachs Way,true,false,false,false,416
513,97132 Meadow Vale Way,false,false,false,false,505
514,9763 Dexter Hill,true,false,false,true,905
515,8930 Manley Center,false,true,false,true,656
516,572 Moose Lane,false,true,true,false,228
517,7643 Valley Edge Park,true,false,false,false,865
518,945 Gale Parkway,true,false,false,false,539
519,14 Merry Terrace,false,false,true,true,321
520,89 New Castle Junction,false,true,true,true,396
521,36 Little Fleur Court,false,true,true,false,761
522,657 Alpine Circle,true,false,true,true,275
523,5 Carioca Park,false,false,false,true,615
524,076 Monterey Plaza,false,true,false,false,832
525,352 Jay Plaza,true,true,false,false,99
526,21556 Ludington Street,false,true,false,false,711
527,45488 Maple Way,true,false,true,true,223
528,58249 Ohio Junction,true,false,true,true,125
529,40 Del Sol Trail,false,true,false,false,343
530,0 Mcbride Hill,true,true,false,false,966
531,9 Darwin Street,false,true,false,true,91
532,77315 Pine View Street,true,true,true,false,21
533,22318 Service Street,false,false,true,true,440
534,8638 Pierstorff Trail,true,true,false,true,108
535,9 Buena Vista Terrace,true,true,false,false,306
536,66810 2nd Street,true,false,false,false,487
537,27 Duke Drive,true,true,false,true,908
538,440 Hagan Road,false,false,false,true,48
539,5261 Milwaukee Street,true,true,false,true,722
540,3151 Everett Alley,false,true,false,true,945
541,68 Sundown Road,false,false,false,true,200
542,3 Dottie Street,false,false,false,false,789
543,66 Luster Junction,true,false,false,true,879
544,74254 Coleman Alley,true,false,false,true,869
545,44 High Crossing Circle,false,true,true,true,697
546,79270 Farmco Place,false,false,true,true,660
547,2 Elmside Avenue,true,true,false,true,177
548,4781 Hauk Alley,true,false,true,false,123
549,942 Elka Road,true,false,false,false,576
550,2 Barby Place,true,true,false,true,850
551,12 Starling Plaza,true,false,false,false,739
552,9292 Moose Court,false,false,false,true,847
553,4 Carey Trail,false,true,false,false,379
554,19333 Orin Place,false,false,false,true,573
555,8370 Oakridge Hill,true,true,true,true,955
556,034 Brown Plaza,false,false,true,true,677
557,5386 Barnett Court,false,false,false,true,523
558,14 Hayes Road,true,true,false,true,271
559,67 Brown Street,false,true,true,true,866
560,8391 Scott Road,false,false,false,false,30
561,45962 Marquette Plaza,true,true,true,false,120
562,9 Lawn Drive,true,true,false,true,606
563,47 Bartelt Parkway,true,false,true,false,974
564,50 Village Green Avenue,true,false,false,false,951
565,27 Rockefeller Road,false,false,false,true,209
566,0579 Hollow Ridge Lane,false,false,true,true,805
567,509 Bellgrove Place,true,true,false,true,733
568,439 Mockingbird Way,true,false,false,false,938
569,89019 Stephen Road,true,false,false,true,774
570,2439 Veith Point,false,false,false,true,229
571,8 Northridge Drive,true,true,true,true,946
572,0 Anzinger Court,false,true,true,true,405
573,12 Canary Avenue,true,false,false,false,127
574,78 Oneill Park,false,false,true,true,168
575,51 Larry Court,false,false,false,true,365
576,40 Hansons Alley,true,true,true,false,221
577,67495 7th Alley,true,true,true,false,564
578,44 Center Pass,false,true,true,false,193
579,53 Stephen Parkway,false,true,false,true,545
580,57090 Buena Vista Center,true,false,false,true,649
581,78 Eliot Street,true,true,true,true,470
582,4 Hintze Place,true,true,true,false,537
583,116 Village Center,false,true,false,false,588
584,028 Swallow Point,true,true,true,true,487
585,087 Schurz Pass,false,false,true,true,458
586,88977 Lakewood Gardens Street,false,false,true,false,997
587,765 Badeau Park,true,false,true,true,826
588,9 Victoria Drive,true,false,true,false,627
589,77 Eagan Parkway,true,false,true,false,603
590,13 Lakewood Gardens Park,true,true,true,true,303
591,51 Melrose Avenue,false,true,true,false,717
592,87286 Norway Maple Center,false,true,false,true,45
593,5432 Monica Point,true,true,true,true,422
594,3 Loftsgordon Drive,false,false,true,true,578
595,9 Carey Road,false,false,false,false,51
596,326 Fieldstone Lane,false,true,true,false,754
597,7 Kinsman Junction,true,false,false,true,85
598,3 Morningstar Trail,false,false,true,false,873
599,99 Commercial Park,false,false,true,false,188
600,9412 Cordelia Drive,true,true,false,true,629
601,00 Dapin Trail,true,true,true,true,76
602,33723 Commercial Junction,false,false,true,true,171
603,17061 Loftsgordon Pass,true,false,false,true,989
604,3075 Riverside Street,false,true,false,true,727
605,95206 3rd Parkway,false,true,true,true,563
606,96 Old Shore Hill,false,false,false,false,290
607,782 Chinook Center,false,true,false,true,601
608,642 Eggendart Junction,false,false,false,true,900
609,982 Graceland Avenue,true,false,false,false,817
610,7500 Tony Hill,true,false,true,true,159
611,0 Badeau Point,false,true,false,true,278
612,007 Ryan Trail,false,true,true,false,493
613,2 Welch Street,false,false,false,false,534
614,8129 Bultman Point,true,true,false,false,795
615,9 Maple Wood Court,false,true,false,true,491
616,7951 Lakeland Way,true,false,true,false,366
617,7582 Maple Wood Terrace,true,false,true,false,359
618,809 Bunker Hill Place,true,true,true,false,263
